month_key,product_name,region_name,revenue_nzd,direct_cost_nzd,opex_nzd,gross_profit,gross_margin_pct,ebitda,ebitda_margin_pct
202402,Timber Standard,China,240119.81,132686.37,21841.5,107433.44,0.44741597954787654,85591.94,0.3564551379580052
202402,Timber Standard,Japan,180403.99,101235.01,13683.25,79168.98,0.43884273291294723,65485.729999999996,0.3629949093697983
202402,Pulp High Grade,Northland,122304.49,86633.38,17134.29,35671.11,0.29165822121493656,18536.82,0.1515628739386428
202402,Pulp High Grade,Hawke's Bay,148301.85,85144.16,8141.61,63157.69,0.4258725700319989,55016.08,0.37097365946547534
202402,Pulp High Grade,Waikato,111512.78,82627.83,16044.68,28884.949999999997,0.259028158028165,12840.269999999997,0.1151461742770649
202402,Pulp High Grade,Vietnam,81682.23,50739.93,11975.75,30942.299999999996,0.3788131151659302,18966.549999999996,0.23219921885090547
202402,Pulp High Grade,China,157431.18,96822.64,14154.56,60608.53999999999,0.38498434681109545,46453.979999999996,0.2950748384151094
202402,Pulp High Grade,Japan,97835.04,67134.79,7409.75,30700.25,0.31379605916244324,23290.5,0.2380588795180132
202402,Pulp Low Grade,Northland,116890.72,79717.16,12295.98,37173.56,0.3180197709450331,24877.579999999998,0.21282767357408697
202402,Pulp Low Grade,Hawke's Bay,122548.35,71665.7,16281.55,50882.65000000001,0.41520469267844085,34601.100000000006,0.28234651874137845
202402,Pulp Low Grade,Waikato,235071.02,148551.01,12017.42,86520.00999999998,0.3680590231837169,74502.58999999998,0.3169365156113246
202402,Pulp Low Grade,Vietnam,154190.84,89404.77,19600.21,64786.06999999999,0.4201680852118063,45185.85999999999,0.29305151979196686
202402,Pulp Low Grade,China,94320.09,62300.86,14134.09,32019.229999999996,0.33947412475963495,17885.139999999996,0.18962174442369592
202402,Pulp Low Grade,Japan,47004.39,34611.92,5695.72,12392.470000000001,0.26364494890796375,6696.750000000001,0.14247073518026723
202403,Log A28,Northland,300734.91,197734.14,31935.28,103000.76999999996,0.3424968853798848,71065.48999999996,0.23630608764376562
202403,Log A28,Hawke's Bay,254491.36,155101.74,36784.86,99389.62,0.3905422172289071,62604.759999999995,0.24599954984719324
202403,Log A28,Waikato,161860.85,109918.16,20467.64,51942.69,0.3209095343314952,31475.050000000003,0.19445746145531795
202403,Log A28,Vietnam,198559.2,132569.25,26615.41,65989.95000000001,0.3323439558580011,39374.54000000001,0.19830126229356285
202403,Log A28,China,204255.9,121098.4,19123.35,83157.5,0.40712410265749976,64034.15,0.313499634527081
202403,Log A28,Japan,273563.53,197814.38,32328.13,75749.15000000002,0.2768978379537653,43421.02000000002,0.15872371584033887
202403,Log B22,Northland,271970.29,153279.97,34645.86,118690.31999999998,0.43640913865996167,84044.45999999998,0.30902073899321864
202403,Log B22,Hawke's Bay,204329.56,120646.33,25808.73,83683.23,0.4095502872907865,57874.5,0.2832409564235346
202403,Log B22,Waikato,238176.14,137923.09,30885.2,100253.05000000002,0.4209197865075822,69367.85000000002,0.29124600810139933
202403,Log B22,Vietnam,148200.01,86793.29,7450.52,61406.720000000016,0.4143503094230561,53956.20000000001,0.3640768985103308
202403,Log B22,China,147622.77,108235.35,10024.5,39387.419999999984,0.2668112785039868,29362.919999999984,0.19890508760945202
202403,Log B22,Japan,204804.24,132041.66,16638.8,72762.57999999999,0.3552786797773327,56123.779999999984,0.27403622112510945
202403,Timber Premium,Northland,264805.88,162311.52,13418.86,102494.36000000002,0.38705469833222744,89075.50000000001,0.3363803704056723
202403,Timber Premium,Hawke's Bay,319714.58,229088.24,42894.99,90626.34000000003,0.28346014122971813,47731.35000000003,0.1492936293365164
202403,Timber Premium,Waikato,234502.39,149516.17,27677.82,84986.22,0.36241089056704284,57308.4,0.2443830103394682
202403,Timber Premium,Vietnam,329403.85,193227.87,43411.01,136175.97999999998,0.41340130056160546,92764.96999999997,0.2816147109391708
202403,Timber Premium,China,305103.05,196583.71,18968.82,108519.34,0.35568094124263916,89550.51999999999,0.2935090947140646
202403,Timber Premium,Japan,342424.83,221266.6,18133.17,121158.23000000001,0.3538243123315561,103025.06000000001,0.3008691279776645
202403,Timber Standard,Northland,231082.46,161612.43,18456.84,69470.03,0.30062874525396693,51013.19,0.22075751660251497
202403,Timber Standard,Hawke's Bay,313623.41,203758.76,42651.06,109864.64999999997,0.3503075551662421,67213.58999999997,0.214313051439623
202403,Timber Standard,Waikato,224181.45,158606.74,14177.9,65574.71000000002,0.29250729710241424,51396.81000000002,0.22926433030029922
202403,Timber Standard,Vietnam,285777.59,209528.16,30679.77,76249.43000000002,0.26681388838082093,45569.66000000002,0.15945847958197146
202403,Timber Standard,China,289373.5,200241.48,18660.62,89132.01999999999,0.30801721650393,70471.4,0.24353093838931344
202403,Timber Standard,Japan,307261.43,184491.48,28831.8,122769.94999999998,0.3995618649564964,93938.14999999998,0.3057271132273256
202403,Pulp High Grade,Northland,103707.24,59173.1,14741.82,44534.14000000001,0.4294217067198009,29792.320000000007,0.2872732896951072
202403,Pulp High Grade,Hawke's Bay,241443.21,135393.91,16640.63,106049.29999999999,0.43923082367899263,89408.66999999998,0.3703093162156019
202403,Pulp High Grade,Waikato,183364.2,113828.99,25828.97,69535.21,0.3792191169268592,43706.240000000005,0.23835754198474948
202403,Pulp High Grade,Vietnam,193046.37,119589.17,11485.72,73457.2,0.3805158315072177,61971.479999999996,0.3210186236602118
202403,Pulp High Grade,China,69077.28,42746.02,6377.29,26331.260000000002,0.381185535967832,19953.97,0.28886444283851365
202403,Pulp High Grade,Japan,94241.63,63620.8,11829.85,30620.83,0.3249182977841109,18790.980000000003,0.19939150033801412
202403,Pulp Low Grade,Northland,172197.74,103246.89,16008.15,68950.84999999999,0.40041669536429453,52942.69999999999,0.30745293172837224
202403,Pulp Low Grade,Hawke's Bay,136784.44,92293.02,8710.42,44491.42,0.32526667506918183,35781.0,0.2615867711268913
202403,Pulp Low Grade,Waikato,235640.77,146180.54,26696.5,89460.22999999998,0.37964665452417246,62763.72999999998,0.26635344129965277
202403,Pulp Low Grade,Vietnam,192604.2,118168.85,9678.29,74435.35,0.3864679482586569,64757.060000000005,0.33621831714988565
202403,Pulp Low Grade,China,141876.88,104934.03,17649.01,36942.850000000006,0.2603866817482877,19293.840000000007,0.1359900217709891
202403,Pulp Low Grade,Japan,139971.41,79311.53,13811.26,60659.880000000005,0.4333733581736442,46848.62,0.3347013507972807
202404,Log A28,Northland,191449.82,133058.16,18291.53,58391.66,0.3049972050117362,40100.130000000005,0.20945504153516573
202404,Log A28,Hawke's Bay,190496.62,142527.12,12237.83,47969.5,0.2518128668109702,35731.67,0.18757114955635432
202404,Log A28,Waikato,203768.77,129986.75,17063.72,73782.01999999999,0.3620869871276153,56718.29999999999,0.2783463825197551
202404,Log A28,Vietnam,215242.35,121006.44,15709.98,94235.91,0.4378130511955477,78525.93000000001,0.36482564885581303
202404,Log A28,China,160828.27,94622.79,18682.49,66205.48,0.4116532497675937,47522.98999999999,0.29548903311588187
202404,Log A28,Japan,228517.81,162076.78,31999.76,66441.03,0.29074771021129603,34441.270000000004,0.1507159113768857
202404,Log B22,Northland,225744.78,163188.14,25478.08,62556.639999999985,0.2771122326726668,37078.55999999998,0.16424991089494953
202404,Log B22,Hawke's Bay,193083.82,142465.95,22592.99,50617.869999999995,0.2621549024667111,28024.879999999994,0.14514359618532507
202404,Log B22,Waikato,328494.33,226529.67,24907.88,101964.66,0.31040006078643734,77056.78,0.23457567745537647
202404,Log B22,Vietnam,134179.67,99590.43,14381.05,34589.24000000002,0.2577830158622392,20208.19000000002,0.15060545312117715
202404,Log B22,China,203715.5,139751.73,24454.74,63963.76999999999,0.31398577918715065,39509.029999999984,0.19394218898414692
202404,Log B22,Japan,71456.37,47853.47,5620.69,23602.899999999994,0.33031204915670914,17982.209999999995,0.25165300168480426
202404,Timber Premium,Northland,291546.17,167977.16,38316.03,123569.00999999998,0.42384027888275805,85252.97999999998,0.29241673797326845
202404,Timber Premium,Hawke's Bay,301905.04,177875.21,18762.69,124029.82999999999,0.41082397961955186,105267.13999999998,0.34867632550950456
202404,Timber Premium,Waikato,312444.6,190888.33,20124.94,121556.26999999999,0.38904903461285617,101431.32999999999,0.3246378077905651
202404,Timber Premium,Vietnam,307081.26,169544.19,38140.57,137537.07,0.44788493443071065,99396.5,0.32368142556142954
202404,Timber Premium,China,262626.5,179557.22,38010.9,83069.28,0.31630197257321707,45058.38,0.1715682918517362
202404,Timber Premium,Japan,295188.63,213862.47,22960.41,81326.16,0.2755057334017235,58365.75,0.19772357085704825
202404,Timber Standard,Northland,315965.15,212741.62,20712.3,103223.53000000003,0.3266927697564115,82511.23000000003,0.2611402871487568
202404,Timber Standard,Hawke's Bay,285662.82,194014.13,39482.68,91648.69,0.320828205784708,52166.01,0.18261392924707529
202404,Timber Standard,Waikato,254809.45,174669.18,36265.12,80140.27000000002,0.3145105882062067,43875.150000000016,0.17218808015165848
202404,Timber Standard,Vietnam,337195.53,236738.64,22231.43,100456.89000000001,0.29791880693080364,78225.46000000002,0.23198842523209015
202404,Timber Standard,China,297771.96,199661.52,30864.41,98110.44000000003,0.32948179539806244,67246.03000000003,0.22583063227309927
202404,Timber Standard,Japan,256915.17,179109.4,22440.34,77805.77000000002,0.3028461495675791,55365.43000000002,0.21550082075729518
202404,Pulp High Grade,Northland,138288.59,85572.74,17371.74,52715.84999999999,0.3812017318276222,35344.109999999986,0.25558225736483386
202404,Pulp High Grade,Hawke's Bay,114459.3,67625.69,14785.49,46833.61,0.4091726054588836,32048.120000000003,0.2799957714226804
202404,Pulp High Grade,Waikato,228210.36,165873.78,13881.11,62336.57999999999,0.27315403209565065,48455.46999999999,0.21232809062656047
202404,Pulp High Grade,Vietnam,147637.34,87731.65,20636.49,59905.69,0.4057624581965511,39269.2,0.2659842015576818
202404,Pulp High Grade,China,153511.59,86255.9,9785.97,67255.69,0.43811473778624793,57469.72,0.374367303472005
202404,Pulp High Grade,Japan,116141.61,77075.27,7200.15,39066.34,0.3363681629693268,31866.189999999995,0.27437358583198557
202404,Pulp Low Grade,Northland,72815.04,51140.29,9565.77,21674.749999999993,0.29766858605035434,12108.979999999992,0.16629778683085245
202404,Pulp Low Grade,Hawke's Bay,186555.64,106784.58,20690.0,79771.06000000001,0.42759929423736537,59081.06000000001,0.31669404366439957
202404,Pulp Low Grade,Waikato,198561.37,110515.57,28942.41,88045.79999999999,0.44341857633234494,59103.389999999985,0.29765804899512927
202404,Pulp Low Grade,Vietnam,190273.52,116572.03,16659.88,73701.48999999999,0.3873449652899678,57041.609999999986,0.29978743232374105
202404,Pulp Low Grade,China,134563.52,85229.81,9085.75,49333.70999999999,0.3666202400175025,40247.95999999999,0.2991000829942617
202404,Pulp Low Grade,Japan,198218.4,148175.61,10135.26,50042.79000000001,0.252462889418944,39907.530000000006,0.20133110750566047
202405,Log A28,Northland,125218.41,70653.34,10550.69,54565.07000000001,0.435759166723168,44014.380000000005,0.35150086956063414
202405,Log A28,Hawke's Bay,195472.21,113669.13,27769.25,81803.07999999999,0.4184895643222123,54033.82999999999,0.2764271709006615
202405,Log A28,Waikato,147407.96,100595.84,21396.27,46812.119999999995,0.31756846780865833,25415.849999999995,0.1724184365620418
202405,Log A28,Vietnam,252356.19,143652.42,20066.06,108703.76999999999,0.4307553145417197,88637.70999999999,0.35124048274781766
202405,Log A28,China,252720.93,166685.03,18030.31,86035.9,0.34043836416714673,68005.59,0.26909362038197626
202405,Log A28,Japan,248535.1,177334.4,27142.46,71200.70000000001,0.28648146680287817,44058.24000000001,0.1772717012607073
202405,Log B22,Northland,256633.64,173934.28,34510.59,82699.36000000002,0.32224676390827023,48188.77000000002,0.18777261624781544
202405,Log B22,Hawke's Bay,160757.79,91043.63,12917.35,69714.16,0.43365960679106125,56796.810000000005,0.3533067355553967
202405,Log B22,Waikato,183776.59,102677.22,17379.39,81099.37,0.44129325720974577,63719.979999999996,0.34672522762556424
202405,Log B22,Vietnam,195864.51,138323.17,21151.95,57541.34,0.2937813491581502,36389.39,0.18578858415952945
202405,Log B22,China,155749.8,91266.28,11196.95,64483.51999999999,0.41401992169492347,53286.56999999999,0.34212929968449396
202405,Log B22,Japan,208857.67,119018.98,11180.56,89838.69000000002,0.4301431209110013,78658.13000000002,0.3766111629991851
202405,Timber Premium,Northland,374411.97,218868.37,25417.19,155543.59999999998,0.4154343676565682,130126.40999999997,0.34754874423485976
202405,Timber Premium,Hawke's Bay,292115.61,170299.2,35179.77,121816.40999999997,0.41701438002577124,86636.63999999998,0.29658339723782645
202405,Timber Premium,Waikato,299277.04,174639.61,25831.0,124637.43,0.4164617172102477,98806.43,0.3301503850746452
202405,Timber Premium,Vietnam,293576.11,205719.85,16987.09,87856.25999999998,0.2992622935156406,70869.16999999998,0.2413996493107017
202405,Timber Premium,China,313143.18,177616.82,34754.67,135526.36,0.43279358662705025,100771.68999999999,0.32180707240694173
202405,Timber Premium,Japan,344993.84,198680.22,25312.74,146313.62000000002,0.4241050217012571,121000.88000000002,0.3507334507769762
202405,Timber Standard,Northland,275883.3,152960.4,36002.53,122922.9,0.4455612209945292,86920.37,0.31506209328364565
202405,Timber Standard,Hawke's Bay,329682.78,191388.73,24604.07,138294.05000000002,0.4194761097319065,113689.98000000001,0.3448465825239644
202405,Timber Standard,Waikato,355579.66,229060.17,23864.11,126519.48999999996,0.35581194379903497,102655.37999999996,0.28869868428357226
202405,Timber Standard,Vietnam,250600.05,146284.99,20739.48,104315.06,0.4162611300356884,83575.58,0.33350184886236056
202405,Timber Standard,China,237849.77,145802.59,32485.42,92047.18,0.3869971368902312,59561.759999999995,0.2504175639942809
202405,Timber Standard,Japan,433803.08,267266.56,25146.75,166536.52000000002,0.38389888794703814,141389.77000000002,0.3259307656367954
202405,Pulp High Grade,Northland,139846.16,89250.07,19570.29,50596.09,0.361798207401619,31025.799999999996,0.22185664590289783
202405,Pulp High Grade,Hawke's Bay,194532.74,134343.32,24581.08,60189.419999999984,0.30940509037193425,35608.33999999998,0.18304548632790543
202405,Pulp High Grade,Waikato,33929.78,23803.54,2860.01,10126.239999999998,0.29844696900480927,7266.229999999998,0.21415493999666363
202405,Pulp High Grade,Vietnam,117338.95,82632.04,7904.72,34706.91,0.2957833694608653,26802.190000000002,0.2284168215243106
202405,Pulp High Grade,China,207843.09,127967.64,12139.14,79875.45,0.3843064977527037,67736.31,0.3259011882473456
202405,Pulp High Grade,Japan,77899.73,54208.12,6558.96,23691.609999999993,0.3041295521820165,17132.649999999994,0.21993208448861112
202405,Pulp Low Grade,Northland,147404.05,90432.12,16396.55,56971.92999999999,0.3865017955748163,40575.37999999999,0.27526638515020446
202405,Pulp Low Grade,Hawke's Bay,118409.96,87224.91,5949.41,31185.050000000003,0.26336509192301055,25235.640000000003,0.2131209232736841
202405,Pulp Low Grade,Waikato,227175.29,129037.72,18381.06,98137.57,0.43199051270056704,79756.51000000001,0.3510791600618184
202405,Pulp Low Grade,Vietnam,169605.65,102475.23,21577.74,67130.42,0.3958029700071902,45552.67999999999,0.2685799677074437
202405,Pulp Low Grade,China,47304.05,29601.96,4734.59,17702.090000000004,0.3742193321713469,12967.500000000004,0.2741308619452246
202405,Pulp Low Grade,Japan,146308.39,100692.27,7595.05,45616.12000000001,0.31178061627224524,38021.07000000001,0.25986937591207177
202406,Log A28,Northland,235497.63,151938.57,19412.48,83559.06,0.35481911219233925,64146.58,0.2723873696733169
202406,Log A28,Hawke's Bay,238089.7,141410.28,30049.96,96679.42000000001,0.40606300902558995,66629.46000000002,0.2798502413166131
202406,Log A28,Waikato,268085.99,185822.42,28558.79,82263.56999999998,0.306855162405167,53704.77999999998,0.20032669368511194
202406,Log A28,Vietnam,235921.45,144906.93,15709.64,91014.52000000002,0.3857831494338476,75304.88000000002,0.3191947150206139
202406,Log A28,China,231675.44,165366.42,26983.79,66309.01999999999,0.2862151464997757,39325.22999999999,0.16974276600057386
202406,Log A28,Japan,224910.42,129218.94,31561.93,95691.48000000001,0.42546485840896126,64129.55000000001,0.28513374346995574
202406,Log B22,Northland,286990.78,165874.84,25222.43,121115.94000000003,0.4220203171683774,95893.51000000004,0.3341344624381314
202406,Log B22,Hawke's Bay,158936.43,111384.25,15393.45,47552.17999999999,0.2991899339880731,32158.729999999992,0.20233706016927644
202406,Log B22,Waikato,271648.73,180855.56,31221.25,90793.16999999998,0.3342300551156635,59571.919999999984,0.2192976201287596
202406,Log B22,Vietnam,151915.78,95282.84,16770.43,56632.94,0.37279168760480313,39862.51,0.2623987448835138
202406,Log B22,China,200268.21,124597.17,25118.89,75671.04,0.3778484862874642,50552.149999999994,0.25242223915617956
202406,Log B22,Japan,241124.68,175651.63,25240.36,65473.04999999999,0.271531931115471,40232.68999999999,0.1668543012685387
202406,Timber Premium,Northland,269134.55,196831.15,33916.67,72303.4,0.2686514979217644,38386.729999999996,0.1426302568733743
202406,Timber Premium,Hawke's Bay,359912.34,241484.12,41352.7,118428.22000000003,0.3290474008198775,77075.52000000003,0.21415081238948358
202406,Timber Premium,Waikato,272688.12,163678.57,16380.55,109009.54999999999,0.3997590727458167,92628.99999999999,0.33968843233801305
202406,Timber Premium,Vietnam,326339.54,222577.96,18585.81,103761.57999999999,0.3179558934231506,85175.76999999999,0.26100352412092015
202406,Timber Premium,China,273333.7,185511.75,38893.86,87821.95000000001,0.3212993860617992,48928.09000000001,0.17900496718845868
202406,Timber Premium,Japan,335719.37,218177.14,22690.36,117542.22999999998,0.35012048902629594,94851.86999999998,0.28253320623114475
202406,Timber Standard,Northland,372659.62,232217.29,25685.74,140442.33,0.37686489885864205,114756.58999999998,0.30793942740563085
202406,Timber Standard,Hawke's Bay,324405.15,197687.85,39048.98,126717.30000000002,0.3906143290265275,87668.32,0.27024330532360535
202406,Timber Standard,Waikato,365882.95,230620.34,18797.92,135262.61000000002,0.3696882021969048,116464.69000000002,0.3183113342668742
202406,Timber Standard,Vietnam,284255.64,173698.79,42480.67,110556.85,0.3889345871906007,68076.18000000001,0.23948928506748363
202406,Timber Standard,China,330718.26,210757.8,30474.73,119960.46000000002,0.3627270535349334,89485.73000000003,0.2705799492292927
202406,Timber Standard,Japan,338041.02,227435.18,35365.14,110605.84000000003,0.32719650414023727,75240.70000000003,0.2225786089510676
202406,Pulp High Grade,Northland,102087.04,70727.26,14112.94,31359.78,0.30718669088652195,17246.839999999997,0.16894250239795372
202406,Pulp High Grade,Hawke's Bay,167997.83,113203.78,22231.56,54794.04999999999,0.3261592724144115,32562.489999999987,0.19382684883489262
202406,Pulp High Grade,Waikato,202804.76,115300.99,24160.68,87503.77,0.43146802865968237,63343.090000000004,0.31233532191256264
202406,Pulp High Grade,Vietnam,146883.03,106480.97,11693.76,40402.06,0.27506281699117996,28708.299999999996,0.19545008024412347
202406,Pulp High Grade,China,194884.69,138468.14,28813.37,56416.54999999999,0.28948682423437155,27603.17999999999,0.14163852481177452
202406,Pulp High Grade,Japan,186164.65,122473.58,14033.11,63691.06999999999,0.3421222557558591,49657.95999999999,0.2667421553984604
202406,Pulp Low Grade,Northland,89958.04,52126.26,8613.09,37831.77999999999,0.42054918048459033,29218.68999999999,0.32480354174012677
202406,Pulp Low Grade,Hawke's Bay,47314.31,31528.37,3049.56,15785.939999999999,0.3336398649795379,12736.38,0.26918663719284924
202406,Pulp Low Grade,Waikato,154511.69,103647.27,19506.94,50864.42,0.3291946389299088,31357.48,0.20294568003236518
202406,Pulp Low Grade,Vietnam,159777.97,94091.82,21102.95,65686.15,0.4111089282208304,44583.2,0.2790322095092333
202406,Pulp Low Grade,China,209961.99,117653.68,17489.88,92308.31,0.43964295632747624,74818.43,0.3563427361304777
202406,Pulp Low Grade,Japan,169702.89,108265.06,16260.97,61437.830000000016,0.36203172497533787,45176.860000000015,0.26621149468933625
202407,Log A28,Northland,168983.75,93653.29,12608.36,75330.46,0.4457852308284081,62722.100000000006,0.3711723760420751
202407,Log A28,Hawke's Bay,159248.08,96661.72,18363.02,62586.359999999986,0.39301170852420947,44223.33999999998,0.2777009305229927
202407,Log A28,Waikato,226260.94,136204.29,15643.53,90056.65,0.3980211962347544,74413.12,0.32888186533654457
202407,Log A28,Vietnam,145051.17,82587.46,9076.54,62463.71000000001,0.4306322382646069,53387.170000000006,0.3680574930901971
202407,Log A28,China,193422.09,144825.65,21873.73,48596.44,0.25124555318371344,26722.710000000003,0.13815748759616858
202407,Log A28,Japan,121849.71,80494.4,17029.47,41355.31000000001,0.33939604780347865,24325.84000000001,0.19963806233104708
