order_id,order_date_key,ship_date_key,delivery_date_key,customer_key,product_key,site_key,qty_m3,on_time_flag,in_full_flag
ORD100117,20241018,20241024,20241102,2,5,6,31.8,1,1
ORD100118,20250710,20250714,20250720,4,1,6,59.9,1,1
ORD100119,20241004,20241008,20241014,1,6,6,47.4,1,1
ORD100120,20240722,20240729,20240804,4,1,6,49.1,1,1
ORD100121,20240906,20240907,20240919,1,6,6,54.1,0,1
ORD100122,20250319,20250321,20250328,1,4,6,40.3,1,1
ORD100123,20241004,20241007,20241023,5,3,5,41.7,0,1
ORD100124,20240629,20240630,20240708,2,5,5,35.2,1,1
ORD100125,20240529,20240531,20240606,1,4,6,46.7,1,1
ORD100126,20241129,20241130,20241203,3,3,6,43.0,1,1
ORD100127,20240815,20240819,20240825,1,6,5,57.0,1,1
ORD100128,20241129,20241204,20241217,4,6,5,55.4,0,1
ORD100129,20240831,20240904,20240924,3,4,5,50.8,0,1
ORD100130,20240410,20240415,20240426,1,4,5,65.9,0,1
ORD100131,20250516,20250518,20250528,5,6,5,38.9,1,1
ORD100132,20241010,20241015,20241101,1,4,6,59.1,0,1
ORD100133,20240103,20240106,20240115,1,3,5,50.7,1,1
ORD100134,20241229,20250103,20250123,4,3,5,71.3,0,1
ORD100135,20240704,20240710,20240716,2,1,6,31.0,1,1
ORD100136,20250428,20250505,20250516,2,2,5,46.4,0,1
ORD100137,20250923,20250927,20251017,4,6,6,50.1,0,1
ORD100138,20240409,20240415,20240427,4,3,5,46.1,0,1
ORD100139,20250420,20250425,20250506,4,4,5,54.8,0,1
ORD100140,20250102,20250105,20250113,5,6,6,47.3,1,1
ORD100141,20250115,20250116,20250123,1,3,6,48.3,1,1
ORD100142,20240706,20240709,20240726,5,6,6,42.2,0,0
ORD100143,20240623,20240627,20240630,1,5,6,42.3,1,1
ORD100144,20251020,20251023,20251108,3,4,6,35.9,0,1
ORD100145,20250523,20250525,20250614,5,5,5,51.7,0,1
ORD100146,20241130,20241201,20241209,5,3,6,49.9,1,1
ORD100147,20250123,20250130,20250219,1,2,5,44.4,0,1
ORD100148,20240306,20240307,20240318,4,1,5,48.7,0,1
ORD100149,20250530,20250604,20250608,1,5,5,36.3,1,1
ORD100150,20241226,20241228,20250105,4,4,5,63.8,1,1
ORD100151,20250403,20250406,20250409,5,2,6,48.5,1,1
ORD100152,20250307,20250314,20250319,3,1,6,37.1,1,1
ORD100153,20250301,20250307,20250312,1,4,6,59.1,1,1
ORD100154,20240711,20240718,20240801,4,6,5,50.0,0,1
ORD100155,20250919,20250922,20251012,3,4,6,59.6,0,1
ORD100156,20250707,20250708,20250713,1,4,5,50.3,1,1
ORD100157,20241009,20241013,20241101,3,4,5,45.6,0,1
ORD100158,20250324,20250331,20250420,5,6,6,39.2,0,1
ORD100159,20240430,20240506,20240509,2,3,5,63.3,1,1
ORD100160,20250811,20250817,20250904,2,5,5,46.4,0,1
ORD100161,20251125,20251202,20251219,2,5,5,57.6,0,1
ORD100162,20240927,20240930,20241017,4,6,5,45.4,0,1
ORD100163,20250924,20250927,20251004,5,1,6,41.7,1,1
ORD100164,20240803,20240806,20240814,2,6,5,43.5,1,0
ORD100165,20240326,20240331,20240404,3,4,6,43.5,1,1
ORD100166,20240202,20240207,20240217,4,1,5,41.7,1,1
ORD100167,20251014,20251016,20251021,4,2,6,41.4,1,1
ORD100168,20250427,20250504,20250523,2,4,5,47.2,0,1
ORD100169,20250112,20250117,20250120,5,2,6,45.8,1,1
ORD100170,20240914,20240918,20241005,1,6,5,38.3,0,1
ORD100171,20250718,20250720,20250730,3,2,6,67.2,1,1
ORD100172,20250511,20250515,20250522,4,1,5,45.5,1,1
ORD100173,20250302,20250308,20250317,2,6,6,44.3,1,1
ORD100174,20240519,20240526,20240602,2,4,6,53.8,1,1
ORD100175,20250821,20250826,20250908,1,4,5,61.2,0,1
ORD100176,20240107,20240110,20240121,5,2,5,64.5,0,0
ORD100177,20241027,20241028,20241111,3,5,6,55.1,0,1
ORD100178,20250221,20250222,20250312,2,4,5,52.3,0,1
ORD100179,20241224,20241226,20250109,1,6,6,35.5,0,1
ORD100180,20250222,20250226,20250302,4,1,6,56.5,1,1
ORD100181,20240414,20240416,20240501,1,3,6,42.7,0,1
ORD100182,20240627,20240630,20240712,4,4,6,68.1,0,1
ORD100183,20240422,20240426,20240505,3,4,6,32.8,1,1
ORD100184,20240406,20240409,20240420,4,6,5,48.4,0,1
ORD100185,20240314,20240319,20240326,5,2,6,44.4,1,1
ORD100186,20241114,20241115,20241203,3,2,5,48.4,0,1
ORD100187,20241001,20241005,20241023,5,1,5,59.1,0,1
ORD100188,20240118,20240120,20240127,5,6,6,67.6,1,1
ORD100189,20240916,20240919,20240925,5,1,6,51.8,1,1
ORD100190,20240512,20240517,20240523,3,1,5,46.4,1,1
ORD100191,20250519,20250524,20250528,3,3,6,59.3,1,1
ORD100192,20250125,20250127,20250210,5,5,5,43.6,0,1
ORD100193,20250514,20250515,20250603,1,2,6,51.0,0,1
ORD100194,20240120,20240127,20240130,1,3,5,60.6,1,1
ORD100195,20240316,20240319,20240323,1,4,6,50.0,1,1
ORD100196,20240501,20240504,20240520,3,2,5,43.3,0,1
ORD100197,20250422,20250423,20250512,3,1,5,54.9,0,1
ORD100198,20240313,20240319,20240330,2,6,6,57.3,0,1
ORD100199,20251004,20251011,20251027,5,2,6,54.1,0,1
ORD100200,20241218,20241224,20250107,5,2,5,48.8,0,1
ORD100201,20240203,20240204,20240216,2,1,6,51.7,0,1
ORD100202,20250412,20250417,20250502,1,3,5,47.8,0,1
ORD100203,20251004,20251010,20251028,3,1,5,64.6,0,0
ORD100204,20250922,20250923,20251008,1,1,6,39.7,0,1
ORD100205,20240319,20240326,20240406,3,4,6,47.9,0,1
ORD100206,20241204,20241209,20241223,4,5,6,31.5,0,1
ORD100207,20240702,20240704,20240718,4,5,6,50.9,0,1
ORD100208,20250709,20250715,20250803,1,1,5,61.3,0,1
ORD100209,20250917,20250918,20250930,3,2,6,46.8,0,1
ORD100210,20241212,20241215,20241223,1,3,5,57.9,1,1
ORD100211,20240618,20240619,20240623,4,6,6,55.3,1,1
ORD100212,20250920,20250922,20250928,4,1,6,47.8,1,1
ORD100213,20250810,20250811,20250825,4,6,6,43.8,0,1
ORD100214,20250725,20250726,20250801,4,6,6,47.1,1,0
ORD100215,20250719,20250720,20250801,2,3,6,55.9,0,1
ORD100216,20250214,20250218,20250302,2,2,5,52.8,0,1
ORD100217,20250829,20250902,20250909,5,6,5,49.7,1,1
ORD100218,20250528,20250530,20250616,5,2,5,40.2,0,1
ORD100219,20250412,20250414,20250426,3,1,5,70.3,0,1
ORD100220,20240301,20240304,20240318,1,6,6,67.2,0,1
ORD100221,20250318,20250321,20250329,4,4,5,38.8,1,1
ORD100222,20250105,20250112,20250115,4,2,5,58.2,1,1
ORD100223,20251222,20251226,20251230,3,2,6,36.3,1,1
ORD100224,20250829,20250905,20250912,5,5,6,41.2,1,1
ORD100225,20241118,20241124,20241214,5,6,6,49.1,0,1
ORD100226,20250107,20250112,20250130,2,1,6,57.6,0,1
ORD100227,20240516,20240517,20240606,1,4,6,34.4,0,1
ORD100228,20240219,20240224,20240306,5,6,6,51.6,0,1
ORD100229,20240316,20240323,20240328,5,6,5,55.0,1,1
ORD100230,20250226,20250302,20250318,5,3,6,28.9,0,1
ORD100231,20240707,20240708,20240715,2,1,6,47.3,1,1
ORD100232,20251126,20251128,20251210,2,3,5,58.0,0,0
ORD100233,20240816,20240820,20240827,1,1,5,40.5,1,1
ORD100234,20240516,20240519,20240523,5,4,5,54.8,1,1
ORD100235,20240914,20240916,20240921,3,6,5,56.4,1,1
ORD100236,20241205,20241212,20241221,4,6,5,31.2,1,1
ORD100237,20240524,20240526,20240611,1,4,6,53.3,0,1
ORD100238,20240507,20240513,20240525,5,4,6,58.5,0,1
ORD100239,20250703,20250706,20250719,1,1,6,35.5,0,1
ORD100240,20240626,20240629,20240705,5,3,5,40.7,1,1
ORD100241,20251124,20251130,20251207,2,6,6,47.8,1,1
ORD100242,20240323,20240328,20240401,5,4,5,55.8,1,1
ORD100243,20240820,20240824,20240905,3,6,6,57.5,0,1
ORD100244,20250308,20250312,20250328,3,1,5,53.3,0,1
ORD100245,20241211,20241215,20241221,3,2,5,60.7,1,1
ORD100246,20240430,20240507,20240519,5,2,5,73.4,0,1
ORD100247,20240502,20240505,20240517,1,4,5,60.2,0,1
ORD100248,20240919,20240924,20241004,3,2,5,34.5,1,1
ORD100249,20240604,20240611,20240625,5,4,5,60.6,0,1
ORD100250,20240109,20240112,20240118,2,6,6,46.4,1,1
ORD100251,20250723,20250729,20250801,2,1,5,46.1,1,1
ORD100252,20240515,20240518,20240527,4,3,5,32.9,1,1
ORD100253,20250425,20250427,20250505,3,1,5,48.3,1,1
ORD100254,20250729,20250803,20250823,5,2,5,50.9,0,0
ORD100255,20250414,20250416,20250419,1,1,5,57.2,1,1
ORD100256,20240624,20240625,20240628,1,6,6,47.2,1,1
ORD100257,20250210,20250211,20250303,5,2,6,67.0,0,1
ORD100258,20250321,20250324,20250411,5,2,6,49.6,0,1
ORD100259,20250316,20250321,20250406,5,5,6,64.7,0,0
ORD100260,20250925,20250930,20251020,3,1,5,62.3,0,1
ORD100261,20241206,20241211,20241228,3,4,6,33.5,0,1
ORD100262,20241201,20241208,20241227,1,1,6,46.7,0,1
ORD100263,20250103,20250107,20250126,4,3,6,50.1,0,1
ORD100264,20250602,20250607,20250623,2,6,6,48.3,0,1
ORD100265,20250326,20250401,20250418,1,1,5,46.1,0,1
ORD100266,20250305,20250308,20250312,1,4,6,50.4,1,1
ORD100267,20240417,20240420,20240427,4,4,6,41.6,1,1
ORD100268,20240526,20240601,20240605,1,6,5,49.6,1,1
ORD100269,20250413,20250418,20250505,3,6,6,30.1,0,1
ORD100270,20241219,20241220,20250104,1,2,6,50.1,0,1
ORD100271,20241005,20241010,20241023,4,1,6,51.0,0,1
ORD100272,20241207,20241211,20241228,2,1,5,59.5,0,1
ORD100273,20250701,20250707,20250723,2,3,6,58.5,0,1
ORD100274,20240406,20240410,20240424,3,6,5,64.9,0,1
ORD100275,20240325,20240328,20240404,2,4,6,49.0,1,1
ORD100276,20240723,20240724,20240811,4,4,5,40.3,0,1
ORD100277,20241130,20241202,20241211,4,5,6,44.5,1,1
ORD100278,20250715,20250718,20250807,2,1,6,34.3,0,1
ORD100279,20250203,20250208,20250225,4,2,5,42.6,0,1
ORD100280,20240111,20240112,20240118,5,2,5,54.2,1,1
ORD100281,20240929,20241003,20241008,4,2,5,55.8,1,1
ORD100282,20250104,20250108,20250123,4,6,6,45.9,0,1
ORD100283,20240618,20240624,20240714,2,3,6,53.7,0,1
ORD100284,20250424,20250430,20250509,5,5,6,42.4,1,1
ORD100285,20250623,20250627,20250715,5,1,6,66.1,0,0
ORD100286,20240512,20240518,20240526,3,4,5,46.9,1,1
ORD100287,20251203,20251205,20251218,1,2,5,69.6,0,1
ORD100288,20240420,20240424,20240508,3,4,6,52.9,0,1
ORD100289,20250929,20251005,20251013,2,1,5,34.6,1,1
ORD100290,20240825,20240826,20240830,1,4,6,39.2,1,1
ORD100291,20241117,20241124,20241129,1,2,5,59.5,1,0
ORD100292,20251108,20251112,20251130,1,6,5,44.6,0,1
ORD100293,20250625,20250702,20250718,5,4,5,39.2,0,1
ORD100294,20250629,20250703,20250706,2,2,5,54.8,1,1
ORD100295,20250205,20250210,20250214,4,5,5,52.1,1,1
ORD100296,20250419,20250423,20250429,3,5,6,60.8,1,1
ORD100297,20251009,20251015,20251101,1,3,5,59.6,0,1
ORD100298,20241111,20241116,20241124,4,5,5,38.4,1,1
ORD100299,20240614,20240621,20240629,1,3,5,54.9,1,0
ORD100300,20240329,20240404,20240411,4,2,6,61.1,1,1
ORD100301,20251103,20251104,20251112,5,2,6,40.7,1,1
ORD100302,20241120,20241124,20241210,4,4,5,62.9,0,1
ORD100303,20250624,20250626,20250709,5,1,5,61.0,0,1
ORD100304,20251118,20251119,20251205,3,5,5,68.1,0,1
ORD100305,20240101,20240107,20240112,3,1,6,37.4,1,1
ORD100306,20240504,20240511,20240527,5,2,6,40.4,0,1
ORD100307,20250702,20250704,20250715,5,3,6,59.2,0,1
ORD100308,20240412,20240419,20240502,1,2,6,23.8,0,1
ORD100309,20250708,20250713,20250730,5,2,6,61.6,0,1
ORD100310,20241102,20241107,20241122,5,2,5,51.6,0,1
ORD100311,20240907,20240909,20240926,5,2,6,52.3,0,1
ORD100312,20240201,20240203,20240214,5,4,6,57.1,0,1
ORD100313,20250518,20250519,20250608,5,6,6,48.3,0,1
ORD100314,20250919,20250924,20251012,2,5,5,68.7,0,1
ORD100315,20250523,20250529,20250612,2,1,5,61.7,0,0
ORD100316,20251008,20251015,20251102,5,2,5,48.2,0,1
ORD100317,20250929,20251004,20251023,2,3,5,51.3,0,1
ORD100318,20251221,20251227,20251230,1,1,6,40.2,1,1
ORD100319,20240513,20240516,20240605,1,6,5,40.2,0,1
ORD100320,20250507,20250512,20250519,1,4,5,57.3,1,1
ORD100321,20250329,20250404,20250417,1,6,5,51.8,0,1
ORD100322,20240522,20240529,20240611,4,2,5,42.1,0,1
ORD100323,20250128,20250202,20250207,1,5,5,50.6,1,1
ORD100324,20240924,20240926,20241013,1,1,6,52.0,0,1
ORD100325,20240828,20240904,20240918,5,4,5,47.4,0,1
ORD100326,20250507,20250509,20250525,1,5,6,51.9,0,1
ORD100327,20250124,20250126,20250201,1,4,5,70.7,1,1
ORD100328,20240718,20240722,20240808,1,5,5,51.9,0,1
ORD100329,20241022,20241023,20241103,3,5,5,36.0,0,1
ORD100330,20240716,20240723,20240804,5,3,5,58.0,0,1
ORD100331,20240519,20240520,20240605,1,1,6,44.0,0,1
ORD100332,20240613,20240620,20240630,3,6,5,46.8,1,1
ORD100333,20251222,20251227,20260114,2,4,5,41.5,0,1
ORD100334,20240111,20240116,20240121,5,1,5,28.4,1,1
ORD100335,20240506,20240513,20240517,5,3,5,42.7,1,1
ORD100336,20251222,20251227,20260102,2,3,5,41.5,1,1
ORD100337,20250209,20250213,20250226,1,6,6,48.5,0,1
ORD100338,20240515,20240522,20240525,1,4,5,42.6,1,1
ORD100339,20250115,20250118,20250201,3,2,5,43.7,0,1
ORD100340,20240803,20240809,20240817,3,4,5,47.8,1,1
ORD100341,20240716,20240721,20240807,3,1,6,51.3,0,1
ORD100342,20250506,20250510,20250515,5,1,5,43.6,1,1
ORD100343,20241208,20241209,20241212,3,2,6,46.2,1,1
ORD100344,20240427,20240504,20240524,1,6,5,59.2,0,1
ORD100345,20250201,20250202,20250208,2,1,6,48.7,1,1
ORD100346,20241006,20241009,20241027,1,1,5,55.7,0,1
ORD100347,20250918,20250925,20250930,2,4,6,45.5,1,1
ORD100348,20241020,20241022,20241109,2,6,5,36.8,0,1
ORD100349,20240328,20240401,20240416,1,3,5,51.0,0,1
ORD100350,20250116,20250121,20250202,4,4,6,38.3,0,1
ORD100351,20251113,20251120,20251124,1,1,5,46.8,1,1
ORD100352,20241001,20241002,20241006,2,6,5,45.9,1,1
ORD100353,20250122,20250124,20250206,2,5,5,58.9,0,1
ORD100354,20251206,20251212,20251218,1,2,5,45.3,1,1
ORD100355,20250512,20250517,20250525,2,3,5,38.0,1,1
ORD100356,20241212,20241214,20241225,3,3,5,52.8,0,0
ORD100357,20241120,20241127,20241202,3,4,6,42.2,1,1
ORD100358,20240111,20240115,20240201,4,5,6,57.4,0,1
ORD100359,20241006,20241013,20241101,1,5,6,52.6,0,1
ORD100360,20240830,20240902,20240912,1,1,5,54.7,1,1
ORD100361,20240420,20240422,20240511,5,6,6,65.2,0,1
ORD100362,20250928,20250929,20251013,2,2,6,49.7,0,1
ORD100363,20241109,20241113,20241130,1,2,6,66.0,0,1
ORD100364,20240719,20240726,20240730,4,6,6,48.4,1,1
ORD100365,20251118,20251120,20251127,3,2,6,55.7,1,1
ORD100366,20250415,20250422,20250505,1,4,5,60.5,0,1
ORD100367,20251231,20260101,20260111,1,3,5,45.2,1,1
ORD100368,20250531,20250606,20250625,2,1,5,33.7,0,1
ORD100369,20240930,20241005,20241018,3,3,6,56.6,0,1
ORD100370,20250406,20250412,20250418,5,5,6,35.8,1,1
ORD100371,20241126,20241129,20241204,5,3,6,63.7,1,1
ORD100372,20241103,20241105,20241115,3,6,5,43.4,1,1
ORD100373,20250206,20250210,20250219,2,5,5,47.1,1,1
ORD100374,20250726,20250730,20250817,5,2,6,60.0,0,1
ORD100375,20251111,20251118,20251206,5,2,5,49.3,0,1
ORD100376,20241018,20241024,20241107,2,4,6,36.6,0,1
ORD100377,20240227,20240303,20240323,2,2,6,67.4,0,1
ORD100378,20250810,20250812,20250817,1,4,5,54.8,1,1
ORD100379,20250629,20250701,20250719,4,5,6,71.6,0,1
ORD100380,20240525,20240529,20240606,3,2,6,57.9,1,1
ORD100381,20240824,20240829,20240903,1,2,6,58.0,1,1
ORD100382,20250902,20250909,20250924,2,6,6,53.3,0,1
ORD100383,20251025,20251031,20251112,3,4,5,63.4,0,1
ORD100384,20250626,20250701,20250719,4,5,5,61.3,0,1
ORD100385,20250326,20250331,20250412,3,6,5,50.8,0,1
ORD100386,20250201,20250208,20250228,3,4,5,54.2,0,1
ORD100387,20250823,20250830,20250903,4,2,5,59.3,1,1
ORD100388,20240106,20240107,20240126,3,4,5,46.1,0,1
ORD100389,20250110,20250114,20250128,1,5,6,48.8,0,1
ORD100390,20240122,20240124,20240209,5,4,6,57.5,0,1
ORD100391,20240110,20240114,20240125,1,3,6,52.8,0,1
ORD100392,20251015,20251016,20251024,2,3,5,43.0,1,1
ORD100393,20240503,20240510,20240526,3,6,6,49.5,0,1
ORD100394,20241224,20241228,20250114,4,6,5,50.6,0,1
ORD100395,20250518,20250521,20250524,5,4,6,57.8,1,1
ORD100396,20250103,20250106,20250121,5,3,6,45.8,0,1
ORD100397,20240524,20240527,20240603,2,1,5,41.6,1,1
ORD100398,20250915,20250918,20251005,3,4,5,39.5,0,1
ORD100399,20241208,20241214,20241231,2,5,6,52.1,0,1
ORD100400,20250404,20250405,20250425,2,1,5,61.0,0,1
ORD100401,20241231,20250102,20250111,5,5,6,35.0,1,1
ORD100402,20250718,20250723,20250812,1,5,6,48.7,0,1
ORD100403,20240927,20240929,20241002,2,6,6,50.6,1,1
ORD100404,20240422,20240426,20240501,1,3,6,55.3,1,1
ORD100405,20251007,20251008,20251023,5,2,6,55.2,0,1
ORD100406,20251209,20251215,20251221,5,4,5,28.8,1,1
ORD100407,20250801,20250803,20250823,4,6,5,54.0,0,1
ORD100408,20251220,20251223,20251229,1,5,6,49.7,1,1
ORD100409,20240724,20240725,20240807,5,3,5,59.8,0,1
ORD100410,20250110,20250111,20250116,2,3,6,55.9,1,1
ORD100411,20240425,20240429,20240509,3,2,6,42.4,1,1
ORD100412,20250322,20250328,20250417,1,5,6,51.2,0,1
ORD100413,20240113,20240115,20240202,3,3,5,43.4,0,1
ORD100414,20240110,20240114,20240125,2,6,5,50.7,0,1
ORD100415,20240613,20240615,20240630,2,4,5,53.6,0,1
ORD100416,20241111,20241116,20241126,1,4,5,40.1,1,1
ORD100417,20240422,20240428,20240510,4,6,5,52.7,0,1
ORD100418,20251227,20251230,20260117,4,1,6,40.7,0,1
ORD100419,20250831,20250903,20250910,5,3,5,54.0,1,1
ORD100420,20240113,20240118,20240130,4,3,5,46.6,0,1
ORD100421,20251118,20251122,20251204,2,4,5,55.5,0,1
ORD100422,20250120,20250125,20250128,5,1,5,32.2,1,1
ORD100423,20250104,20250111,20250119,2,5,5,43.5,1,1
ORD100424,20240426,20240427,20240509,4,1,6,58.3,0,1
ORD100425,20250115,20250122,20250210,4,2,6,43.2,0,1
ORD100426,20250105,20250109,20250113,2,4,6,59.1,1,1
ORD100427,20240117,20240120,20240131,3,5,5,31.8,0,1
ORD100428,20241210,20241214,20241219,4,4,5,56.0,1,1
ORD100429,20240112,20240114,20240203,1,6,6,57.7,0,1
ORD100430,20250802,20250809,20250829,1,1,5,47.3,0,1
ORD100431,20240525,20240530,20240606,5,2,6,33.2,1,1
ORD100432,20251029,20251030,20251114,3,1,5,61.8,0,1
